Index,Node,index_in_graph,node_id,meaning,category
11725,11726,,11726,Q25.0 Patent ductus arteriosus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11726,11727,,11727,Q25.1 Coarctation of aorta,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11727,11728,,11728,Q25.2 Atresia of aorta,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11728,11729,,11729,Q25.3 Stenosis of aorta,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11729,11730,,11730,Q25.4 Other congenital malformations of aorta,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11730,11731,,11731,Q25.5 Atresia of pulmonary artery,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11731,11732,,11732,Q25.6 Stenosis of pulmonary artery,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11732,11733,,11733,Q25.7 Other congenital malformations of pulmonary artery,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11733,11734,,11734,Q25.8 Other congenital malformations of great arteries,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11734,11735,,11735,"Q25.9 Congenital malformation of great arteries, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11735,11736,1146.0,11736,Q26 Congenital malformations of great veins,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11736,11737,,11737,Q26.0 Congenital stenosis of vena cava,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11737,11738,,11738,Q26.1 Persistent left superior vena cava,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11738,11739,,11739,Q26.2 Total anomalous pulmonary venous connexion,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11739,11740,,11740,Q26.3 Partial anomalous pulmonary venous connexion,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11740,11741,,11741,"Q26.4 Anomalous pulmonary venous connexion, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11741,11742,,11742,Q26.5 Anomalous portal venous connexion,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11742,11743,,11743,Q26.6 Portal vein-hepatic artery fistula,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11743,11744,,11744,Q26.8 Other congenital malformations of great veins,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11744,11745,,11745,"Q26.9 Congenital malformation of great vein, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11745,11746,1147.0,11746,Q27 Other congenital malformations of peripheral vascular system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11746,11747,,11747,Q27.0 Congenital absence and hypoplasia of umbilical artery,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11747,11748,,11748,Q27.1 Congenital renal artery stenosis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11748,11749,,11749,Q27.2 Other congenital malformations of renal artery,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11749,11750,,11750,Q27.3 Peripheral arteriovenous malformation,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11750,11751,,11751,Q27.4 Congenital phlebectasia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11751,11752,,11752,Q27.8 Other specified congenital malformations of peripheral vascular system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11752,11753,,11753,"Q27.9 Congenital malformation of peripheral vascular system, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11753,11754,1148.0,11754,Q28 Other congenital malformations of circulatory system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11754,11755,,11755,Q28.0 Arteriovenous malformation of precerebral vessels,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11755,11756,,11756,Q28.1 Other malformations of precerebral vessels,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11756,11757,,11757,Q28.2 Arteriovenous malformation of cerebral vessels,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11757,11758,,11758,Q28.3 Other malformations of cerebral vessels,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11758,11759,,11759,Q28.8 Other specified congenital malformations of circulatory system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11759,11760,,11760,"Q28.9 Congenital malformation of circulatory system, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11760,11761,1149.0,11761,Q30 Congenital malformations of nose,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11761,11762,,11762,Q30.0 Choanal atresia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11762,11763,,11763,Q30.1 Agenesis and underdevelopment of nose,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11763,11764,,11764,"Q30.2 Fissured, notched and cleft nose","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11764,11765,,11765,Q30.3 Congenital perforated nasal septum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11765,11766,,11766,Q30.8 Other congenital malformations of nose,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11766,11767,,11767,"Q30.9 Congenital malformation of nose, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11767,11768,1150.0,11768,Q31 Congenital malformations of larynx,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11768,11769,,11769,Q31.0 Web of larynx,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11769,11770,,11770,Q31.1 Congenital subglottic stenosis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11770,11771,,11771,Q31.2 Laryngeal hypoplasia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11771,11772,,11772,Q31.3 Laryngocele,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11772,11773,,11773,Q31.4 Congenital laryngeal stridor,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11773,11774,,11774,Q31.5 Congenital laryngomalacia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11774,11775,,11775,Q31.8 Other congenital malformations of larynx,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11775,11776,,11776,"Q31.9 Congenital malformation of larynx, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11776,11777,1151.0,11777,Q32 Congenital malformations of trachea and bronchus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11777,11778,,11778,Q32.0 Congenital tracheomalacia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11778,11779,,11779,Q32.1 Other congenital malformations of trachea,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11779,11780,,11780,Q32.2 Congenital bronchomalacia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11780,11781,,11781,Q32.3 Congenital stenosis of bronchus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11781,11782,,11782,Q32.4 Other congenital malformations of bronchus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11782,11783,1152.0,11783,Q33 Congenital malformations of lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11783,11784,,11784,Q33.0 Congenital cystic lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11784,11785,,11785,Q33.1 Accessory lobe of lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11785,11786,,11786,Q33.2 Sequestration of lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11786,11787,,11787,Q33.3 Agenesis of lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11787,11788,,11788,Q33.4 Congenital bronchiectasis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11788,11789,,11789,Q33.5 Ectopic tissue in lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11789,11790,,11790,Q33.6 Hypoplasia and dysplasia of lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11790,11791,,11791,Q33.8 Other congenital malformations of lung,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11791,11792,,11792,"Q33.9 Congenital malformation of lung, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11792,11793,1153.0,11793,Q34 Other congenital malformations of respiratory system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11793,11794,,11794,Q34.0 Anomaly of pleura,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11794,11795,,11795,Q34.1 Congenital cyst of mediastinum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11795,11796,,11796,Q34.8 Other specified congenital malformations of respiratory system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11796,11797,,11797,"Q34.9 Congenital malformation of respiratory system, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11797,11798,1154.0,11798,Q35 Cleft palate,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11798,11799,,11799,"Q35.0 (Cleft hard palate, bilateral)","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11799,11800,,11800,Q35.1 Cleft hard palate,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11800,11801,,11801,"Q35.2 (Cleft soft palate, bilateral)","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11801,11802,,11802,Q35.3 Cleft soft palate,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11802,11803,,11803,"Q35.4 (Cleft hard palate with cleft soft palate, bilateral)","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11803,11804,,11804,Q35.5 Cleft hard palate with cleft soft palate,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11804,11805,,11805,"Q35.6 Cleft palate, medial","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11805,11806,,11806,Q35.7 Cleft uvula,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11806,11807,,11807,"Q35.8 (Cleft palate, unspecified, bilateral)","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11807,11808,,11808,"Q35.9 Cleft palate, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11808,11809,1155.0,11809,Q36 Cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11809,11810,,11810,"Q36.0 Cleft lip, bilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11810,11811,,11811,"Q36.1 Cleft lip, medial","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11811,11812,,11812,"Q36.9 Cleft lip, unilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11812,11813,1156.0,11813,Q37 Cleft palate with cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11813,11814,,11814,Q37.0 Cleft hard palate with bilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11814,11815,,11815,Q37.1 Cleft hard palate with unilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11815,11816,,11816,Q37.2 Cleft soft palate with bilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11816,11817,,11817,Q37.3 Cleft soft palate with unilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11817,11818,,11818,Q37.4 Cleft hard and soft palate with bilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11818,11819,,11819,Q37.5 Cleft hard and soft palate with unilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11819,11820,,11820,Q37.8 Unspecified cleft palate with bilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11820,11821,,11821,Q37.9 Unspecified cleft palate with unilateral cleft lip,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11821,11822,1157.0,11822,"Q38 Other congenital malformations of tongue, mouth and pharynx","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11822,11823,,11823,"Q38.0 Congenital malformations of lips, not elsewhere classified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11823,11824,,11824,Q38.1 Ankyloglossia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11824,11825,,11825,Q38.2 Macroglossia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11825,11826,,11826,Q38.3 Other congenital malformations of tongue,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11826,11827,,11827,Q38.4 Congenital malformations of salivary glands and ducts,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11827,11828,,11828,"Q38.5 Congenital malformations of palate, not elsewhere classified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11828,11829,,11829,Q38.6 Other congenital malformations of mouth,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11829,11830,,11830,Q38.7 Pharyngeal pouch,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11830,11831,,11831,Q38.8 Other congenital malformations of pharynx,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11831,11832,1158.0,11832,Q39 Congenital malformations of oesophagus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11832,11833,,11833,Q39.0 Atresia of oesophagus without fistula,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11833,11834,,11834,Q39.1 Atresia of oesophagus with tracheooesophageal fistula,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11834,11835,,11835,Q39.2 Congenital tracheooesophageal fistula without atresia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11835,11836,,11836,Q39.3 Congenital stenosis and stricture of oesophagus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11836,11837,,11837,Q39.4 Oesophageal web,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11837,11838,,11838,Q39.5 Congenital dilatation of oesophagus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11838,11839,,11839,Q39.6 Diverticulum of oesophagus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11839,11840,,11840,Q39.8 Other congenital malformations of oesophagus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11840,11841,,11841,"Q39.9 Congenital malformation of oesophagus, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11841,11842,1159.0,11842,Q40 Other congenital malformations of upper alimentary tract,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11842,11843,,11843,Q40.0 Congenital hypertrophic pyloric stenosis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11843,11844,,11844,Q40.1 Congenital hiatus hernia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11844,11845,,11845,Q40.2 Other specified congenital malformations of stomach,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11845,11846,,11846,"Q40.3 Congenital malformation of stomach, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11846,11847,,11847,Q40.8 Other specified congenital malformations of upper alimentary tract,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11847,11848,,11848,"Q40.9 Congenital malformation of upper alimentary tract, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11848,11849,1160.0,11849,"Q41 Congenital absence, atresia and stenosis of small intestine","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11849,11850,,11850,"Q41.0 Congenital absence, atresia and stenosis of duodenum","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11850,11851,,11851,"Q41.1 Congenital absence, atresia and stenosis of jejunum","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11851,11852,,11852,"Q41.2 Congenital absence, atresia and stenosis of ileum","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11852,11853,,11853,"Q41.8 Congenital absence, atresia and stenosis of other specified parts of small intestine","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11853,11854,,11854,"Q41.9 Congenital absence, atresia and stenosis of small intestine, part unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11854,11855,1161.0,11855,"Q42 Congenital absence, atresia and stenosis of large intestine","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11855,11856,,11856,"Q42.0 Congenital absence, atresia and stenosis of rectum with fistula","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11856,11857,,11857,"Q42.1 Congenital absence, atresia and stenosis of rectum without fistula","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11857,11858,,11858,"Q42.2 Congenital absence, atresia and stenosis of anus with fistula","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11858,11859,,11859,"Q42.3 Congenital absence, atresia and stenosis of anus without fistula","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11859,11860,,11860,"Q42.8 Congenital absence, atresia and stenosis of other parts of large intestine","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11860,11861,,11861,"Q42.9 Congenital absence, atresia and stenosis of large intestine, part unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11861,11862,1162.0,11862,Q43 Other congenital malformations of intestine,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11862,11863,,11863,Q43.0 Meckel's diverticulum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11863,11864,,11864,Q43.1 Hirschsprung's disease,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11864,11865,,11865,Q43.2 Other congenital functional disorders of colon,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11865,11866,,11866,Q43.3 Congenital malformations of intestinal fixation,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11866,11867,,11867,Q43.4 Duplication of intestine,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11867,11868,,11868,Q43.5 Ectopic anus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11868,11869,,11869,Q43.6 Congenital fistula of rectum and anus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11869,11870,,11870,Q43.7 Persistent cloaca,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11870,11871,,11871,Q43.8 Other specified congenital malformations of intestine,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11871,11872,,11872,"Q43.9 Congenital malformation of intestine, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11872,11873,1163.0,11873,"Q44 Congenital malformations of gallbladder, bile ducts and liver","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11873,11874,,11874,"Q44.0 Agenesis, aplasia and hypoplasia of gallbladder","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11874,11875,,11875,Q44.1 Other congenital malformations of gallbladder,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11875,11876,,11876,Q44.2 Atresia of bile ducts,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11876,11877,,11877,Q44.3 Congenital stenosis and stricture of bile ducts,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11877,11878,,11878,Q44.4 Choledochal cyst,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11878,11879,,11879,Q44.5 Other congenital malformations of bile ducts,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11879,11880,,11880,Q44.6 Cystic disease of liver,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11880,11881,,11881,Q44.7 Other congenital malformations of liver,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11881,11882,1164.0,11882,Q45 Other congenital malformations of digestive system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11882,11883,,11883,"Q45.0 Agenesis, aplasia and hypoplasia of pancreas","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11883,11884,,11884,Q45.1 Annular pancreas,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11884,11885,,11885,Q45.2 Congenital pancreatic cyst,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11885,11886,,11886,Q45.3 Other congenital malformations of pancreas and pancreatic duct,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11886,11887,,11887,Q45.8 Other specified congenital malformations of digestive system,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11887,11888,,11888,"Q45.9 Congenital malformation of digestive system, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11888,11889,1165.0,11889,"Q50 Congenital malformations of ovaries, Fallopian tubes and broad ligaments","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11889,11890,,11890,Q50.0 Congenital absence of ovary,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11890,11891,,11891,Q50.1 Developmental ovarian cyst,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11891,11892,,11892,Q50.2 Congenital torsion of ovary,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11892,11893,,11893,Q50.3 Other congenital malformations of ovary,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11893,11894,,11894,Q50.4 Embryonic cyst of Fallopian tube,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11894,11895,,11895,Q50.5 Embryonic cyst of broad ligament,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11895,11896,,11896,Q50.6 Other congenital malformatons of Fallopian tube and broad ligament,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11896,11897,1166.0,11897,Q51 Congenital malformations of uterus and cervix,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11897,11898,,11898,Q51.0 Agenesis and aplasia of uterus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11898,11899,,11899,Q51.1 Doubling of uterus with doubling of cervix and vagina,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11899,11900,,11900,Q51.2 Other doubling of uterus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11900,11901,,11901,Q51.3 Bicornate uterus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11901,11902,,11902,Q51.4 Unicornate uterus,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11902,11903,,11903,Q51.5 Agenesis and aplasia of cervix,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11903,11904,,11904,Q51.6 Embryonic cyst of cervix,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11904,11905,,11905,Q51.7 Congenital fistulae between uterus and digestive and urinary tracts,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11905,11906,,11906,Q51.8 Other congenital malformations of uterus and cervix,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11906,11907,,11907,"Q51.9 Congenital malformation of uterus and cervix, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11907,11908,1167.0,11908,Q52 Other congenital malformations of female genitalia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11908,11909,,11909,Q52.0 Congenital absence of vagina,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11909,11910,,11910,Q52.1 Doubling of vagina,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11910,11911,,11911,Q52.2 Congenital rectovaginal fistula,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11911,11912,,11912,Q52.3 Imperforate hymen,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11912,11913,,11913,Q52.4 Other congenital malformations of vagina,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11913,11914,,11914,Q52.5 Fusion of labia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11914,11915,,11915,Q52.6 Congenital malformation of clitoris,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11915,11916,,11916,Q52.7 Other congenital malformations of vulva,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11916,11917,,11917,Q52.8 Other specified congenital malformations of female genitalia,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11917,11918,,11918,"Q52.9 Congenital malformation of female genitalia, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11918,11919,1168.0,11919,Q53 Undescended testicle,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11919,11920,,11920,Q53.0 Ectopic testis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11920,11921,,11921,"Q53.1 Undescended testicle, unilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11921,11922,,11922,"Q53.2 Undescended testicle, bilateral","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11922,11923,,11923,"Q53.9 Undescended testicle, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11923,11924,1169.0,11924,Q54 Hypospadias,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11924,11925,,11925,"Q54.0 Hypospadias, balanic","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11925,11926,,11926,"Q54.1 Hypospadias, penile","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11926,11927,,11927,"Q54.2 Hypospadias, penoscrotal","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11927,11928,,11928,"Q54.3 Hypospadias, perineal","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11928,11929,,11929,Q54.4 Congenital chordee,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11929,11930,,11930,Q54.8 Other hypospadias,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11930,11931,,11931,"Q54.9 Hypospadias, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11931,11932,1170.0,11932,Q55 Other congenital malformations of male genital organs,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11932,11933,,11933,Q55.0 Absence and aplasia of testis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11933,11934,,11934,Q55.1 Hypoplasia of testis and scrotum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11934,11935,,11935,Q55.2 Other congenital malformations of testis and scrotum,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11935,11936,,11936,Q55.3 Atresia of vas deferens,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11936,11937,,11937,"Q55.4 Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11937,11938,,11938,Q55.5 Congenital absence and aplasia of penis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11938,11939,,11939,Q55.6 Other congenital malformations of penis,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11939,11940,,11940,Q55.8 Other specified congenital malformations of male genital organs,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11940,11941,,11941,"Q55.9 Congenital malformation of male genital organ, unspecified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11941,11942,1171.0,11942,Q56 Indeterminate sex and pseudohermaphroditism,"Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11942,11943,,11943,"Q56.0 Hermaphroditism, not elsewhere classified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11943,11944,,11944,"Q56.1 Male pseudohermaphroditism, not elsewhere classified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
11944,11945,,11945,"Q56.2 Female pseudohermaphroditism, not elsewhere classified","Chapter XVII Congenital malformations, deformations and chromosomal abnormalities"
